0.20755,-0.10326,0.5130157,0.2048874,-0.08895111,0.5217056,
0.2044983,-0.1061552,0.5149155,0.2025299,-0.087327,0.5235977,
0.2063217,-0.1054778,0.517868,0.2016296,-0.08638191,0.5230103,
0.2062683,-0.1031823,0.5173111,0.2006531,-0.08459902,0.523941,
0.2052917,-0.1011851,0.5146027,0.1991196,-0.08282757,0.525238,
0.2060623,-0.1012011,0.5099182,0.2030792,-0.08457613,0.5240021,
0.2073898,-0.1014552,0.5102768,0.2051086,-0.08742833,0.52314,
0.207077,-0.1016786,0.5102997,0.2052307,-0.08855391,0.521904,
0.2061539,-0.1022632,0.5086365,0.2059326,-0.08958578,0.5205765,
0.2058792,-0.1035135,0.5105515,0.2051926,-0.09241939,0.5206757,
0.205658,-0.1081648,0.5193634,0.2037048,-0.09642267,0.5203705,
0.2018204,-0.1114769,0.5211792,0.2030411,-0.09757233,0.5196991,
0.2019577,-0.1142998,0.5214767,0.201416,-0.09817386,0.5194397,
0.1996536,-0.1165226,0.5193939,0.1988754,-0.09711838,0.5223618,
0.2002716,-0.1147578,0.5247574,0.1967621,-0.09412384,0.5248413,
0.2012939,-0.1094668,0.5230408,0.1958313,-0.09142137,0.5266571,
0.2010574,-0.1096363,0.5190811,0.1963654,-0.09155035,0.5282898,
0.2015305,-0.1038232,0.5244217,0.1964493,-0.08791041,0.5368805,
0.2039337,-0.1050079,0.5220947,0.2001266,-0.08808994,0.5373917,
0.204895,-0.105705,0.5212631,0.2017899,-0.08938646,0.5373611,
0.2047882,-0.1058378,0.5213852,0.2016907,-0.08951831,0.5374908,
0.2046585,-0.1047862,0.5167694,0.2028351,-0.08555961,0.5337296,
0.20327,-0.1065719,0.5203934,0.2012634,-0.08768702,0.5349579,
0.1990662,-0.1060801,0.5250168,0.1946869,-0.08835936,0.5380173,
0.1969604,-0.1045103,0.5308762,0.1884613,-0.08872294,0.5430527,
0.1974106,-0.1014216,0.5403595,0.1864929,-0.0885303,0.5499725,
0.1971512,-0.09998417,0.5401993,0.1863708,-0.09012222,0.5551529,
0.2015991,-0.09885883,0.5368576,0.1888962,-0.08938599,0.5586472,
0.2033234,-0.09738326,0.5385361,0.1893692,-0.08810234,0.5577393,
0.2050171,-0.09754372,0.5414505,0.1856232,-0.08778691,0.5615997,
0.1996841,-0.1004875,0.545517,0.1848526,-0.0873642,0.5669632,
0.1996307,-0.09607005,0.5476608,0.1818466,-0.08940983,0.574173,
0.1975021,-0.09447765,0.5502396,0.1779404,-0.08872867,0.5777969,
0.1990356,-0.09309769,0.5510178,0.180603,-0.08889794,0.5776367,
0.2023926,-0.09343147,0.5528564,0.1809692,-0.09028673,0.5767593,
0.2027359,-0.09780955,0.5533981,0.1829453,-0.09372783,0.5750885,
0.2012177,-0.1024873,0.5544815,0.1811905,-0.09598517,0.5766068,
0.2006073,-0.1030767,0.5568314,0.180191,-0.09579039,0.576973,
0.1989975,-0.1043363,0.5586777,0.1780853,-0.09643674,0.5773468,
0.1984406,-0.1054575,0.5606613,0.1781387,-0.0969255,0.5777283,
0.1987686,-0.1058207,0.5617599,0.1783905,-0.09644151,0.5778809,
0.2024689,-0.1050808,0.5583267,0.1814194,-0.09774613,0.579155,
0.2027969,-0.1025701,0.5568771,0.1809387,-0.0913558,0.5749741,
0.2041245,-0.1021423,0.55867,0.1828842,-0.09161282,0.5753479,
0.2050476,-0.1016331,0.5602646,0.1849899,-0.09621477,0.5787659,
0.2039413,-0.1003804,0.5626907,0.1809006,-0.09592843,0.5800858,
0.204277,-0.1004739,0.5633774,0.1791611,-0.09593391,0.5819473,
0.2055817,-0.1013587,0.5672684,0.1793594,-0.09520054,0.5838776,
0.2048492,-0.1051848,0.5765381,0.1786499,-0.09500027,0.5866241,
0.2025528,-0.1061096,0.5822525,0.178093,-0.09572864,0.5890503,
0.2024612,-0.1152031,0.6006927,0.1792831,-0.1021187,0.5944443,
0.2022705,-0.1207509,0.5974808,0.1873474,-0.1096196,0.5949097,
0.205162,-0.1271396,0.6051331,0.1862488,-0.1145103,0.5972977,
0.211525,-0.1317201,0.6114502,0.1875305,-0.1150887,0.5990906,
0.2161255,-0.1322191,0.615509,0.1866074,-0.1140828,0.6006851,
0.2185974,-0.1264515,0.6137924,0.1846161,-0.1114593,0.6049957,
0.2251892,-0.13147,0.6311646,0.1857758,-0.1089692,0.6073074,
0.223671,-0.1308651,0.6316071,0.1846924,-0.1090686,0.6089859,
0.2304993,-0.1408386,0.6368332,0.1862717,-0.1104274,0.6097946,
0.2350998,-0.1464777,0.6414948,0.1899185,-0.1087554,0.6110611,
0.2361755,-0.1491032,0.6410141,0.1883087,-0.1169939,0.6113358,
0.2355118,-0.1482756,0.6405945,0.1891861,-0.118263,0.6094208,
0.2354889,-0.1455004,0.6388474,0.1919327,-0.1185017,0.6056366,
0.2357635,-0.1462421,0.6371307,0.1921997,-0.118288,0.6046829,
0.2423553,-0.1459351,0.6328888,0.1925354,-0.116117,0.6041489,
0.2430038,-0.1584072,0.6298828,0.1992569,-0.1258926,0.5981522,
