-0.05130005,-0.07018304,0.3743286,-0.05130005,-0.07018304,0.3743286,
-0.05077362,-0.06504846,0.373024,-0.05077362,-0.06504846,0.373024,
-0.04940033,-0.06199479,0.3715591,-0.04940033,-0.06199479,0.3715591,
-0.04798889,-0.05789208,0.3700638,-0.04798889,-0.05789208,0.3700638,
-0.04570007,-0.05702019,0.3695908,-0.04570007,-0.05702019,0.3695908,
-0.0409317,-0.06023979,0.3687897,-0.0409317,-0.06023979,0.3687897,
-0.03616333,-0.06007862,0.3664322,-0.03616333,-0.06007862,0.3664322,
-0.03186798,-0.06022191,0.365181,-0.03186798,-0.06022191,0.365181,
-0.03049469,-0.05914116,0.3645096,-0.03049469,-0.05914116,0.3645096,
-0.02960205,-0.0615778,0.3641815,-0.02960205,-0.0615778,0.3641815,
-0.02897644,-0.06236196,0.3647919,-0.02897644,-0.06236196,0.3647919,
-0.02825928,-0.06417584,0.3658066,-0.02825928,-0.06417584,0.3658066,
-0.02518463,-0.06516957,0.3628922,-0.02518463,-0.06516957,0.3628922,
-0.02158356,-0.06084418,0.3621368,-0.02158356,-0.06084418,0.3621368,
-0.01618958,-0.05598593,0.360611,-0.01618958,-0.05598593,0.360611,
-0.01278687,-0.06140089,0.3585892,-0.01278687,-0.06140089,0.3585892,
-0.01021576,-0.062392,0.3588943,-0.01021576,-0.062392,0.3588943,
-0.01038361,-0.06784654,0.3585281,-0.01038361,-0.06784654,0.3585281,
-0.008514404,-0.07658076,0.3585968,-0.008514404,-0.07658076,0.3585968,
-0.006698608,-0.08787632,0.3534164,-0.006698608,-0.08787632,0.3534164,
-0.009643555,-0.09999609,0.348465,-0.009643555,-0.09999609,0.348465,
-0.0161438,-0.1105309,0.3418884,-0.0161438,-0.1105309,0.3418884,
-0.01635742,-0.1131213,0.341301,-0.01635742,-0.1131213,0.341301,
-0.01686096,-0.1162248,0.3403473,-0.01686096,-0.1162248,0.3403473,
-0.01622772,-0.1143303,0.3409805,-0.01622772,-0.1143303,0.3409805,
-0.01489258,-0.1110935,0.3426895,-0.01489258,-0.1110935,0.3426895,
-0.01344299,-0.1077883,0.3448334,-0.01344299,-0.1077883,0.3448334,
-0.01301575,-0.106504,0.3455734,-0.01301575,-0.106504,0.3455734,
-0.00920105,-0.09975553,0.3464737,-0.00920105,-0.09975553,0.3464737,
-0.008613586,-0.096668,0.3474579,-0.008613586,-0.096668,0.3474579,
-0.009185791,-0.09641409,0.3471909,-0.009185791,-0.09641409,0.3471909,
-0.009490967,-0.09613752,0.3469696,-0.009490967,-0.09613752,0.3469696,
-0.009529114,-0.09589982,0.3471527,-0.009529114,-0.09589982,0.3471527,
-0.009231567,-0.09478688,0.3479691,-0.009231567,-0.09478688,0.3479691,
-0.009338379,-0.09489417,0.3477097,-0.009338379,-0.09489417,0.3477097,
-0.009773254,-0.09462929,0.3470154,-0.009773254,-0.09462929,0.3470154,
-0.01014709,-0.09360576,0.3467712,-0.01014709,-0.09360576,0.3467712,
-0.01031494,-0.09335613,0.3464737,-0.01031494,-0.09335613,0.3464737,
-0.009864807,-0.09263301,0.3466415,-0.009864807,-0.09263301,0.3466415,
-0.008834839,-0.09042835,0.3467712,-0.008834839,-0.09042835,0.3467712,
-0.008590698,-0.08965111,0.3465958,-0.008590698,-0.08965111,0.3465958,
-0.008544922,-0.08595586,0.3456268,-0.008544922,-0.08595586,0.3456268,
-0.002296448,-0.0653007,0.3537369,-0.002296448,-0.0653007,0.3537369,
0.002365112,-0.03821349,0.3578339,0.002365112,-0.03821349,0.3578339,
-0.007202148,-0.02997136,0.3581085,-0.007202148,-0.02997136,0.3581085,
-0.01460266,-0.03668833,0.3613586,-0.01460266,-0.03668833,0.3613586,
-0.01702881,-0.03713346,0.3621902,-0.01702881,-0.03713346,0.3621902,
-0.01828766,-0.03695726,0.3621292,-0.01828766,-0.03695726,0.3621292,
-0.02088928,-0.03705025,0.3628235,-0.02088928,-0.03705025,0.3628235,
-0.02174377,-0.04032493,0.3639679,-0.02174377,-0.04032493,0.3639679,
-0.02191162,-0.04376292,0.365715,-0.02191162,-0.04376292,0.365715,
-0.02333069,-0.04241037,0.3682175,-0.02333069,-0.04241037,0.3682175,
-0.02552795,-0.0432663,0.3715591,-0.02552795,-0.0432663,0.3715591,
-0.02796173,-0.04529619,0.3731003,-0.02796173,-0.04529619,0.3731003,
-0.03135681,-0.04522371,0.3745117,-0.03135681,-0.04522371,0.3745117,
-0.03466034,-0.04810667,0.3769531,-0.03466034,-0.04810667,0.3769531,
-0.03932953,-0.05077744,0.3789978,-0.03932953,-0.05077744,0.3789978,
-0.04090118,-0.06134605,0.381424,-0.04090118,-0.06134605,0.381424,
-0.04048157,-0.06941319,0.3812332,-0.04048157,-0.06941319,0.3812332,
-0.04225922,-0.07358098,0.3822098,-0.04225922,-0.07358098,0.3822098,
-0.04264069,-0.07887125,0.3821716,-0.04264069,-0.07887125,0.3821716,
-0.04077148,-0.08334398,0.3813782,-0.04077148,-0.08334398,0.3813782,
-0.03176117,-0.0940659,0.3751984,-0.03176117,-0.0940659,0.3751984,
-0.02641296,-0.09879279,0.3684235,-0.02641296,-0.09879279,0.3684235,
-0.02549744,-0.103632,0.3654404,-0.02549744,-0.103632,0.3654404,
-0.0212326,-0.1096468,0.3617706,-0.0212326,-0.1096468,0.3617706,
-0.0171814,-0.121366,0.3618774,-0.0171814,-0.121366,0.3618774,
-0.01282501,-0.1358707,0.361496,-0.01282501,-0.1358707,0.361496,
-0.009483337,-0.1461298,0.3593292,-0.009483337,-0.1461298,0.3593292,
-0.005775452,-0.152698,0.3582077,-0.005775452,-0.152698,0.3582077,
-0.004798889,-0.1569061,0.3578415,-0.004798889,-0.1569061,0.3578415,
-0.004875183,-0.15854,0.3585663,-0.004875183,-0.15854,0.3585663,
-0.004821777,-0.1601679,0.3602753,-0.004821777,-0.1601679,0.3602753,
