0,0,0,0,0,0, -54.03284, 3.58485, -82.88978, -0.4892904, 0.4892939, 0.5104821, 0.5104858, -120.7201, 14.16007, -85.89999, -0.5000003, 0.5000003, 0.5000003, -0.5000003, -119.7201, 78.67992, -86.60003, 0, 1, 0, 4.37114E-08, -66.57005, 89.54997, -86.89999, -0.5000001, 0.5000001, 0.5000001, 0.5000001, -1.600003, 80.99999, -86.93999, -4.371139E-08, 0, -1, 0, 15.67211, 37.11646, -80.20367, -0.4995512, 0.4788132, 0.5211874, 0.4995512, 15.34472, -30.24841, -80.21741, -0.4788092, 0.4995551, 0.4995471, 0.5211915
0,0,0,0,0,0.5, 4.310214, 3.58485, -32.9671, -0.706946, 0.706951, 0.01498479, 0.01498491, 1.299986, 14.16007, 33.72023, -0.7071072, 0, 0, -0.7071072, 0.5999516, 78.67992, 32.72021, 0, 0.7071071, 0, -0.7071071, 0.3000048, 89.54997, -20.42988, -0.707107, 0.707107, 0, 0, 0.2599982, 80.99999, -85.39999, 0.7071068, 0, -0.7071068, 0, 6.996322, 37.11646, -102.6721, -0.7217712, 0.6918081, 0.01529911, 0.01466396, 6.982574, -30.24841, -102.3447, -0.6918024, 0.721777, 0.01466388, 0.0152992
0,0,0,0,0,1, 54.23283, 3.58485, -91.31022, -0.5104821, 0.5104858, -0.4892904, -0.4892939, 120.9201, 14.16007, -88.3, -0.5000003, -0.5000003, -0.5000003, -0.5000003, 119.9201, 78.67992, -87.59997, 0, 0, 0, -1, 66.77004, 89.54997, -87.30001, -0.5000001, 0.5000001, -0.5000001, -0.5000001, 1.8, 80.99999, -87.25999, 1, 0, 0, 0, -15.47211, 37.11646, -93.99632, -0.5211874, 0.4995512, -0.4995512, -0.4788132, -15.14472, -30.24841, -93.98257, -0.4995471, 0.5211915, -0.4788092, -0.4995552
0,0,0,0,0.5,0, -101.6651, 127.8628, -82.88979, 0.01498741, 0.7069483, 0.01498228, 0.7069485, -91.08989, 194.5501, -85.90002, -0.7071072, 0.7071072, 3.090864E-08, 3.090864E-08, -26.57003, 193.5501, -86.60004, -3.090863E-08, 0.707107, -0.707107, 3.090863E-08, -15.69999, 140.4001, -86.89999, 0, 0.7071068, 0, 0.7071069, -1.600003, 80.99999, -86.93999, -4.371139E-08, 0, -1, 0, -68.13351, 58.1579, -80.20367, 1.309729E-09, 0.7071071, 0.02996311, 0.7064721, -135.4984, 58.4853, -80.21744, 0.0299688, 0.7064719, -5.723356E-06, 0.7071073
0,0,0,0,0.5,0.5, 4.310197, 127.8628, 14.66524, 3.624707E-06, 0.9997761, 0.02119177, 8.940697E-08, 1.299973, 194.5501, 4.089996, -0.5000003, 0.5000003, -0.5000003, -0.5000003, 0.5999529, 193.5501, -60.42993, 0.5000002, 0.5000002, -0.5000002, -0.5000002, 0.3000036, 140.4001, -71.29999, 0, 1, 0, 0, 0.2599982, 80.99999, -85.39999, 0.7071068, 0, -0.7071068, 0, 6.996306, 58.1579, -18.86641, -0.02118712, 0.9995515, 0.02118712, -0.0004490912, 6.982543, 58.4853, 48.4985, 0.02119519, 0.9995515, 0.0211871, 0.0004492402
0,0,0,0,0.5,1, 101.8651, 127.8628, -91.3102, -0.01498228, 0.7069485, 0.01498741, -0.7069483, 91.28989, 194.5501, -88.29998, 0, 0, -0.7071072, -0.7071072, 26.77003, 193.5501, -87.59995, 0.707107, 0, 0, -0.707107, 15.89999, 140.4001, -87.3, 0, 0.7071069, 0, -0.7071069, 1.8, 80.99999, -87.25999, 1, 0, 0, 0, 68.3335, 58.1579, -93.99632, -0.02996311, 0.706472, 0, -0.7071072, 135.6983, 58.4853, -93.98256, 5.722046E-06, 0.7071072, 0.0299688, -0.7064719
0,0,0,0,1,0, 22.61288, 175.4951, -82.88979, 0.5104858, 0.5104821, -0.4892939, 0.4892904, 89.30013, 164.9199, -85.89999, -0.5000003, 0.5000003, -0.5000003, 0.5000003, 88.30011, 100.4, -86.60001, -4.37114E-08, 0, -1, 0, 35.15007, 89.52999, -86.89997, 0.5000001, 0.5000001, -0.5000001, 0.5000001, -1.600003, 80.99999, -86.93999, -4.371139E-08, 0, -1, 0, -47.0921, 141.9635, -80.20369, 0.4995511, 0.5211874, -0.4788132, 0.4995512, -46.76466, 209.3284, -80.21745, 0.5211915, 0.4995471, -0.4995552, 0.4788093
0,0,0,0,1,0.5, 4.310205, 175.4951, -109.6129, 0.706951, 0.706946, 0.01498491, -0.01498479, 1.299999, 164.9199, -176.3002, 0, 0.7071072, -0.7071072, 0, 0.5999782, 100.4, -175.3002, 0.7071071, 0, -0.7071071, 0, 0.3000191, 89.52999, -122.1501, 0.707107, 0.707107, 0, 0, 0.2599982, 80.99999, -85.39999, 0.7071068, 0, -0.7071068, 0, 6.996299, 141.9635, -39.90784, 0.6918081, 0.7217712, 0.01466396, -0.01529911, 6.982536, 209.3284, -40.23529, 0.721777, 0.6918024, 0.0152992, -0.01466388
0,0,0,0,1,1, -22.41289, 175.4951, -91.3102, 0.4892939, 0.4892904, 0.5104858, -0.5104821, -89.10014, 164.9199, -88.29999, 0.5000003, 0.5000003, -0.5000003, -0.5000003, -88.10011, 100.4, -87.59996, 1, 0, 0, 0, -34.95007, 89.52999, -87.30001, 0.5000001, 0.5000001, 0.5000001, -0.5000001, 1.8, 80.99999, -87.25999, 1, 0, 0, 0, 47.2921, 141.9635, -93.99631, 0.4788132, 0.4995512, 0.4995512, -0.5211874, 46.96466, 209.3284, -93.98254, 0.4995552, 0.4788092, 0.5211915, -0.4995471
0,0,0,0.5,0,0, -205.6653, 23.8628, -82.88975, 0.01498744, 0.7069482, 0.01498231, 0.7069485, -195.0901, 90.54996, -85.89998, -0.7071072, 0.7071072, 3.090864E-08, 3.090864E-08, -130.5702, 89.54995, -86.6, -3.090863E-08, 0.707107, -0.707107, 3.090863E-08, -66.57005, 89.54997, -86.89999, -0.5000001, 0.5000001, 0.5000001, 0.5000001, -1.600003, 80.99999, -86.93999, -4.371139E-08, 0, -1, 0, -172.1338, -45.84208, -80.2036, 6.091437E-08, 0.7071071, 0.02996311, 0.7064721, -239.4986, -45.51468, -80.21731, 0.02996877, 0.7064717, -5.723356E-06, 0.7071073
